timestamp	name	family	hypothesis	verdict	dataset	seed	block_layout	ssm_core	train_batch_tokens	iterations	max_wallclock_seconds	final_val_bpb	final_val_loss	eval_time_ms	bytes_model_int8_zlib	bytes_total	bytes_code	train_time_ms	step_avg_ms	duration_s	peak_memory_allocated_mib	exit_code	command_text	env_overrides_json	run_dir
20260406-142025	full_baseline_160steps_blackwell	baseline_scale			full	1337	AAAAAAAAA	s4d	32768	160	0.0	2.49908601	4.21960205		6391353	6449109	57756	49936	312.1	284.49585795402527	2621	0		{"CUDA_VISIBLE_DEVICES": "1", "DATA_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\datasets\\fineweb10B_sp1024", "ENABLE_TORCH_COMPILE": "0", "FINAL_PREQUANT_EVAL": "0", "ITERATIONS": "160", "MAX_WALLCLOCK_SECONDS": "0.0", "RUN_ID": "full_baseline_160steps_blackwell", "SAVE_RAW_MODEL": "0", "SDP_BACKEND": "math", "SEED": "1337", "TOKENIZER_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\tokenizers\\fineweb_1024_bpe.model", "TRAIN_BATCH_TOKENS": "32768", "TRAIN_LOG_EVERY": "20", "TRAIN_SEQ_LEN": "1024", "VAL_BATCH_SIZE": "262144"}	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\experiments\state_space_hybrid\runs\baseline_scale\20260406-142025_full_baseline_160steps_blackwell
20260406-142517	full_anchor_s4d_mid_160steps_blackwell_ssmfloat16	scale_quant			full	1337	AASSSASSS	s4d	32768	160	0.0	2.52434147	4.26224483		13218682	13276438	57756	39472	246.7	152.96049332618713	1532	0		{"BLOCK_LAYOUT": "AASSSASSS", "CUDA_VISIBLE_DEVICES": "1", "DATA_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\datasets\\fineweb10B_sp1024", "ENABLE_TORCH_COMPILE": "0", "FINAL_PREQUANT_EVAL": "0", "ITERATIONS": "160", "MAX_WALLCLOCK_SECONDS": "0.0", "PARALLEL_ATTN_BIAS_INIT": "1.5", "RUN_ID": "full_anchor_s4d_mid_160steps_blackwell_ssmfloat16", "SAVE_RAW_MODEL": "0", "SDP_BACKEND": "math", "SEED": "1337", "SSM_CORE": "s4d", "SSM_KERNEL_SIZE": "64", "SSM_RANK": "4", "TOKENIZER_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\tokenizers\\fineweb_1024_bpe.model", "TRAIN_BATCH_TOKENS": "32768", "TRAIN_LOG_EVERY": "20", "TRAIN_SEQ_LEN": "1024", "VAL_BATCH_SIZE": "262144"}	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\experiments\state_space_hybrid\runs\scale_quant\20260406-142517_full_anchor_s4d_mid_160steps_blackwell_ssmfloat16
20260406-142854	full_anchor_s4d_mid_200steps_blackwell_ssmfloat16	scale_quant			full	1337	AASSSASSS	s4d	32768	200	0.0	2.38010915	4.01871459		13640305	13698061	57756	49204	246.02	163.07963609695435	1532	0		{"BLOCK_LAYOUT": "AASSSASSS", "CUDA_VISIBLE_DEVICES": "1", "DATA_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\datasets\\fineweb10B_sp1024", "ENABLE_TORCH_COMPILE": "0", "FINAL_PREQUANT_EVAL": "0", "ITERATIONS": "200", "MAX_WALLCLOCK_SECONDS": "0.0", "PARALLEL_ATTN_BIAS_INIT": "1.5", "RUN_ID": "full_anchor_s4d_mid_200steps_blackwell_ssmfloat16", "SAVE_RAW_MODEL": "0", "SDP_BACKEND": "math", "SEED": "1337", "SSM_CORE": "s4d", "SSM_KERNEL_SIZE": "64", "SSM_RANK": "4", "TOKENIZER_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\tokenizers\\fineweb_1024_bpe.model", "TRAIN_BATCH_TOKENS": "32768", "TRAIN_LOG_EVERY": "20", "TRAIN_SEQ_LEN": "1024", "VAL_BATCH_SIZE": "262144"}	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\experiments\state_space_hybrid\runs\scale_quant\20260406-142854_full_anchor_s4d_mid_200steps_blackwell_ssmfloat16
20260406-143205	full_anchor_s4d_mid_240steps_blackwell_ssmfloat16	scale_quant			full	1337	AASSSASSS	s4d	32768	240	0.0	2.22292568	3.75331689		14033407	14091163	57756	57150	238.13	169.95106101036072	1532	0		{"BLOCK_LAYOUT": "AASSSASSS", "CUDA_VISIBLE_DEVICES": "1", "DATA_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\datasets\\fineweb10B_sp1024", "ENABLE_TORCH_COMPILE": "0", "FINAL_PREQUANT_EVAL": "0", "ITERATIONS": "240", "MAX_WALLCLOCK_SECONDS": "0.0", "PARALLEL_ATTN_BIAS_INIT": "1.5", "RUN_ID": "full_anchor_s4d_mid_240steps_blackwell_ssmfloat16", "SAVE_RAW_MODEL": "0", "SDP_BACKEND": "math", "SEED": "1337", "SSM_CORE": "s4d", "SSM_KERNEL_SIZE": "64", "SSM_RANK": "4", "TOKENIZER_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\tokenizers\\fineweb_1024_bpe.model", "TRAIN_BATCH_TOKENS": "32768", "TRAIN_LOG_EVERY": "20", "TRAIN_SEQ_LEN": "1024", "VAL_BATCH_SIZE": "262144"}	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\experiments\state_space_hybrid\runs\scale_quant\20260406-143205_full_anchor_s4d_mid_240steps_blackwell_ssmfloat16
20260406-143509	full_baseline_183steps_blackwell	baseline_scale			full	1337	AAAAAAAAA	s4d	32768	183	0.0	2.40688867	4.0639307		6725899	6783655	57756	55073	305.96	288.65412998199463	2621	0		{"CUDA_VISIBLE_DEVICES": "1", "DATA_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\datasets\\fineweb10B_sp1024", "ENABLE_TORCH_COMPILE": "0", "FINAL_PREQUANT_EVAL": "0", "ITERATIONS": "183", "MAX_WALLCLOCK_SECONDS": "0.0", "RUN_ID": "full_baseline_183steps_blackwell", "SAVE_RAW_MODEL": "0", "SDP_BACKEND": "math", "SEED": "1337", "TOKENIZER_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\tokenizers\\fineweb_1024_bpe.model", "TRAIN_BATCH_TOKENS": "32768", "TRAIN_LOG_EVERY": "20", "TRAIN_SEQ_LEN": "1024", "VAL_BATCH_SIZE": "262144"}	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\experiments\state_space_hybrid\runs\baseline_scale\20260406-143509_full_baseline_183steps_blackwell
20260406-144034	full_anchor_s4d_mid_280steps_blackwell_ssmfloat16	scale_quant			full	1337	AASSSASSS	s4d	32768	280	0.0	2.11991654	3.57939028		14388258	14446014	57756	66645	238.02	177.2574908733368	1532	0		{"BLOCK_LAYOUT": "AASSSASSS", "CUDA_VISIBLE_DEVICES": "1", "DATA_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\datasets\\fineweb10B_sp1024", "ENABLE_TORCH_COMPILE": "0", "FINAL_PREQUANT_EVAL": "0", "ITERATIONS": "280", "MAX_WALLCLOCK_SECONDS": "0.0", "PARALLEL_ATTN_BIAS_INIT": "1.5", "RUN_ID": "full_anchor_s4d_mid_280steps_blackwell_ssmfloat16", "SAVE_RAW_MODEL": "0", "SDP_BACKEND": "math", "SEED": "1337", "SSM_CORE": "s4d", "SSM_KERNEL_SIZE": "64", "SSM_RANK": "4", "TOKENIZER_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\tokenizers\\fineweb_1024_bpe.model", "TRAIN_BATCH_TOKENS": "32768", "TRAIN_LOG_EVERY": "20", "TRAIN_SEQ_LEN": "1024", "VAL_BATCH_SIZE": "262144"}	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\experiments\state_space_hybrid\runs\scale_quant\20260406-144034_full_anchor_s4d_mid_280steps_blackwell_ssmfloat16
20260406-144339	full_anchor_s4d_mid_320steps_blackwell_ssmfloat16	scale_quant			full	1337	AASSSASSS	s4d	32768	320	0.0	2.0517124	3.46423045		14708640	14766396	57756	73209	228.78	181.67540287971497	1532	0		{"BLOCK_LAYOUT": "AASSSASSS", "CUDA_VISIBLE_DEVICES": "1", "DATA_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\datasets\\fineweb10B_sp1024", "ENABLE_TORCH_COMPILE": "0", "FINAL_PREQUANT_EVAL": "0", "ITERATIONS": "320", "MAX_WALLCLOCK_SECONDS": "0.0", "PARALLEL_ATTN_BIAS_INIT": "1.5", "RUN_ID": "full_anchor_s4d_mid_320steps_blackwell_ssmfloat16", "SAVE_RAW_MODEL": "0", "SDP_BACKEND": "math", "SEED": "1337", "SSM_CORE": "s4d", "SSM_KERNEL_SIZE": "64", "SSM_RANK": "4", "TOKENIZER_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\tokenizers\\fineweb_1024_bpe.model", "TRAIN_BATCH_TOKENS": "32768", "TRAIN_LOG_EVERY": "20", "TRAIN_SEQ_LEN": "1024", "VAL_BATCH_SIZE": "262144"}	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\experiments\state_space_hybrid\runs\scale_quant\20260406-144339_full_anchor_s4d_mid_320steps_blackwell_ssmfloat16
20260406-144655	full_anchor_s4d_mid_400steps_blackwell_ssmfloat16	scale_quant			full	1337	AASSSASSS	s4d	32768	400	0.0	1.95369353	3.2987297		15267723	15325479	57756	94608	236.52	201.7480170726776	1532	0		{"BLOCK_LAYOUT": "AASSSASSS", "CUDA_VISIBLE_DEVICES": "1", "DATA_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\datasets\\fineweb10B_sp1024", "ENABLE_TORCH_COMPILE": "0", "FINAL_PREQUANT_EVAL": "0", "ITERATIONS": "400", "MAX_WALLCLOCK_SECONDS": "0.0", "PARALLEL_ATTN_BIAS_INIT": "1.5", "RUN_ID": "full_anchor_s4d_mid_400steps_blackwell_ssmfloat16", "SAVE_RAW_MODEL": "0", "SDP_BACKEND": "math", "SEED": "1337", "SSM_CORE": "s4d", "SSM_KERNEL_SIZE": "64", "SSM_RANK": "4", "TOKENIZER_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\tokenizers\\fineweb_1024_bpe.model", "TRAIN_BATCH_TOKENS": "32768", "TRAIN_LOG_EVERY": "20", "TRAIN_SEQ_LEN": "1024", "VAL_BATCH_SIZE": "262144"}	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\experiments\state_space_hybrid\runs\scale_quant\20260406-144655_full_anchor_s4d_mid_400steps_blackwell_ssmfloat16
20260406-145030	full_anchor_s4d_mid_480steps_blackwell_ssmfloat16	scale_quant			full	1337	AASSSASSS	s4d	32768	480	0.0	1.84814088	3.12050846		15747677	15805433	57756	113016	235.45	219.70732355117798	1532	0		{"BLOCK_LAYOUT": "AASSSASSS", "CUDA_VISIBLE_DEVICES": "1", "DATA_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\datasets\\fineweb10B_sp1024", "ENABLE_TORCH_COMPILE": "0", "FINAL_PREQUANT_EVAL": "0", "ITERATIONS": "480", "MAX_WALLCLOCK_SECONDS": "0.0", "PARALLEL_ATTN_BIAS_INIT": "1.5", "RUN_ID": "full_anchor_s4d_mid_480steps_blackwell_ssmfloat16", "SAVE_RAW_MODEL": "0", "SDP_BACKEND": "math", "SEED": "1337", "SSM_CORE": "s4d", "SSM_KERNEL_SIZE": "64", "SSM_RANK": "4", "TOKENIZER_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\tokenizers\\fineweb_1024_bpe.model", "TRAIN_BATCH_TOKENS": "32768", "TRAIN_LOG_EVERY": "20", "TRAIN_SEQ_LEN": "1024", "VAL_BATCH_SIZE": "262144"}	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\experiments\state_space_hybrid\runs\scale_quant\20260406-145030_full_anchor_s4d_mid_480steps_blackwell_ssmfloat16
20260406-145422	full_baseline_370steps_blackwell	baseline_scale			full	1337	AAAAAAAAA	s4d	32768	370	0.0	1.94712251	3.2876348		8744181	8801937	57756	110072	305.75	338.69013833999634	2621	0		{"CUDA_VISIBLE_DEVICES": "1", "DATA_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\datasets\\fineweb10B_sp1024", "ENABLE_TORCH_COMPILE": "0", "FINAL_PREQUANT_EVAL": "0", "ITERATIONS": "370", "MAX_WALLCLOCK_SECONDS": "0.0", "RUN_ID": "full_baseline_370steps_blackwell", "SAVE_RAW_MODEL": "0", "SDP_BACKEND": "math", "SEED": "1337", "TOKENIZER_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\tokenizers\\fineweb_1024_bpe.model", "TRAIN_BATCH_TOKENS": "32768", "TRAIN_LOG_EVERY": "20", "TRAIN_SEQ_LEN": "1024", "VAL_BATCH_SIZE": "262144"}	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\experiments\state_space_hybrid\runs\baseline_scale\20260406-145422_full_baseline_370steps_blackwell
20260406-150024	full_anchor_s4d_low3mid_480steps_blackwell_ssmfloat16	layout_scale			full	1337	AAASSASSS	s4d	32768	480	0.0	1.84399667	3.11351113		14723462	14781218	57756	119096	248.12	245.9455280303955	1669	0		{"BLOCK_LAYOUT": "AAASSASSS", "CUDA_VISIBLE_DEVICES": "1", "DATA_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\datasets\\fineweb10B_sp1024", "ENABLE_TORCH_COMPILE": "0", "FINAL_PREQUANT_EVAL": "0", "ITERATIONS": "480", "MAX_WALLCLOCK_SECONDS": "0.0", "PARALLEL_ATTN_BIAS_INIT": "1.5", "RUN_ID": "full_anchor_s4d_low3mid_480steps_blackwell_ssmfloat16", "SAVE_RAW_MODEL": "0", "SDP_BACKEND": "math", "SEED": "1337", "SSM_CORE": "s4d", "SSM_KERNEL_SIZE": "64", "SSM_RANK": "4", "TOKENIZER_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\tokenizers\\fineweb_1024_bpe.model", "TRAIN_BATCH_TOKENS": "32768", "TRAIN_LOG_EVERY": "20", "TRAIN_SEQ_LEN": "1024", "VAL_BATCH_SIZE": "262144"}	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\experiments\state_space_hybrid\runs\layout_scale\20260406-150024_full_anchor_s4d_low3mid_480steps_blackwell_ssmfloat16
20260406-150437	full_baseline_390steps_blackwell	baseline_scale			full	1337	AAAAAAAAA	s4d	32768	390	0.0	1.91983524	3.24156138		8911576	8969332	57756	116230	305.87	344.38755226135254	2621	0		{"CUDA_VISIBLE_DEVICES": "1", "DATA_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\datasets\\fineweb10B_sp1024", "ENABLE_TORCH_COMPILE": "0", "FINAL_PREQUANT_EVAL": "0", "ITERATIONS": "390", "MAX_WALLCLOCK_SECONDS": "0.0", "RUN_ID": "full_baseline_390steps_blackwell", "SAVE_RAW_MODEL": "0", "SDP_BACKEND": "math", "SEED": "1337", "TOKENIZER_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\tokenizers\\fineweb_1024_bpe.model", "TRAIN_BATCH_TOKENS": "32768", "TRAIN_LOG_EVERY": "20", "TRAIN_SEQ_LEN": "1024", "VAL_BATCH_SIZE": "262144"}	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\experiments\state_space_hybrid\runs\baseline_scale\20260406-150437_full_baseline_390steps_blackwell
20260406-173119	full_anchor_s4d_low3mid_480steps_blackwell_ssmfloat16_seed2027	stability	Current winner should remain ahead across reruns on the same Blackwell lane.	pending	full	2027	AAASSASSS	s4d	32768	480	0.0	1.80196893	3.04254906	122695	14726964	14784720	57756	117459	244.71	248.73872780799866	1669	0	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf\.venv\Scripts\python.exe C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\train_gpt.py	{"BLOCK_LAYOUT": "AAASSASSS", "CUDA_VISIBLE_DEVICES": "1", "DATA_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\datasets\\fineweb10B_sp1024", "ENABLE_TORCH_COMPILE": "0", "FINAL_PREQUANT_EVAL": "0", "INT8_FORCE_FLOAT_NAME_PATTERNS": "ssm.", "ITERATIONS": "480", "MAX_WALLCLOCK_SECONDS": "0.0", "PARALLEL_ATTN_BIAS_INIT": "1.5", "RUN_ID": "full_anchor_s4d_low3mid_480steps_blackwell_ssmfloat16_seed2027", "SAVE_RAW_MODEL": "0", "SDP_BACKEND": "math", "SEED": "2027", "SSM_CORE": "s4d", "SSM_KERNEL_SIZE": "64", "SSM_RANK": "4", "TOKENIZER_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\tokenizers\\fineweb_1024_bpe.model", "TRAIN_BATCH_TOKENS": "32768", "TRAIN_LOG_EVERY": "20", "TRAIN_SEQ_LEN": "1024", "VAL_BATCH_SIZE": "262144"}	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\experiments\state_space_hybrid\runs\stability\20260406-173119_full_anchor_s4d_low3mid_480steps_blackwell_ssmfloat16_seed2027
20260406-173536	full_anchor_s4d_low3mid_480steps_blackwell_ssmfloat16_seed4242	stability	Current winner should remain ahead across reruns on the same Blackwell lane.	pending	full	4242	AAASSASSS	s4d	32768	480	0.0	1.82589781	3.08295197	122233	14729402	14787158	57756	118033	245.9	245.87037348747253	1669	0	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf\.venv\Scripts\python.exe C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\train_gpt.py	{"BLOCK_LAYOUT": "AAASSASSS", "CUDA_VISIBLE_DEVICES": "1", "DATA_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\datasets\\fineweb10B_sp1024", "ENABLE_TORCH_COMPILE": "0", "FINAL_PREQUANT_EVAL": "0", "INT8_FORCE_FLOAT_NAME_PATTERNS": "ssm.", "ITERATIONS": "480", "MAX_WALLCLOCK_SECONDS": "0.0", "PARALLEL_ATTN_BIAS_INIT": "1.5", "RUN_ID": "full_anchor_s4d_low3mid_480steps_blackwell_ssmfloat16_seed4242", "SAVE_RAW_MODEL": "0", "SDP_BACKEND": "math", "SEED": "4242", "SSM_CORE": "s4d", "SSM_KERNEL_SIZE": "64", "SSM_RANK": "4", "TOKENIZER_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\tokenizers\\fineweb_1024_bpe.model", "TRAIN_BATCH_TOKENS": "32768", "TRAIN_LOG_EVERY": "20", "TRAIN_SEQ_LEN": "1024", "VAL_BATCH_SIZE": "262144"}	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\experiments\state_space_hybrid\runs\stability\20260406-173536_full_anchor_s4d_low3mid_480steps_blackwell_ssmfloat16_seed4242
20260406-173951	full_baseline_390steps_blackwell_seed2027	stability	Current hybrid gain should survive another same-lane baseline rerun.	pending	full	2027	AAAAAAAAA	s4d	32768	390	0.0	1.90784061	3.22130895	221226	8910734	8968490	57756	117104	308.17	347.6851558685303	2621	0	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf\.venv\Scripts\python.exe C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\train_gpt.py	{"CUDA_VISIBLE_DEVICES": "1", "DATA_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\datasets\\fineweb10B_sp1024", "ENABLE_TORCH_COMPILE": "0", "FINAL_PREQUANT_EVAL": "0", "ITERATIONS": "390", "MAX_WALLCLOCK_SECONDS": "0.0", "RUN_ID": "full_baseline_390steps_blackwell_seed2027", "SAVE_RAW_MODEL": "0", "SDP_BACKEND": "math", "SEED": "2027", "TOKENIZER_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\tokenizers\\fineweb_1024_bpe.model", "TRAIN_BATCH_TOKENS": "32768", "TRAIN_LOG_EVERY": "20", "TRAIN_SEQ_LEN": "1024", "VAL_BATCH_SIZE": "262144"}	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\experiments\state_space_hybrid\runs\stability\20260406-173951_full_baseline_390steps_blackwell_seed2027
20260406-174644	full_anchor_s4d_aaaasasss_480steps_blackwell_ssmfloat16_seed2027	layout_near	More early attention plus a retained mid anchor may improve on AAASSASSS.	pending	full	2027	AAAASASSS	s4d	32768	480	0.0	1.79647499	3.03327276	143225	13701085	13758841	57756	121078	252.25	269.7474150657654	1807	0	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf\.venv\Scripts\python.exe C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\train_gpt.py	{"BLOCK_LAYOUT": "AAAASASSS", "CUDA_VISIBLE_DEVICES": "1", "DATA_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\datasets\\fineweb10B_sp1024", "ENABLE_TORCH_COMPILE": "0", "FINAL_PREQUANT_EVAL": "0", "INT8_FORCE_FLOAT_NAME_PATTERNS": "ssm.", "ITERATIONS": "480", "MAX_WALLCLOCK_SECONDS": "0.0", "PARALLEL_ATTN_BIAS_INIT": "1.5", "RUN_ID": "full_anchor_s4d_aaaasasss_480steps_blackwell_ssmfloat16_seed2027", "SAVE_RAW_MODEL": "0", "SDP_BACKEND": "math", "SEED": "2027", "SSM_CORE": "s4d", "SSM_KERNEL_SIZE": "64", "SSM_RANK": "4", "TOKENIZER_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\tokenizers\\fineweb_1024_bpe.model", "TRAIN_BATCH_TOKENS": "32768", "TRAIN_LOG_EVERY": "20", "TRAIN_SEQ_LEN": "1024", "VAL_BATCH_SIZE": "262144"}	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\experiments\state_space_hybrid\runs\layout_near\20260406-174644_full_anchor_s4d_aaaasasss_480steps_blackwell_ssmfloat16_seed2027
20260406-175125	full_anchor_s4d_aaaasssss_480steps_blackwell_ssmfloat16_seed2027	layout_near	If the extra lower-layer attention is doing most of the work, AAAASSSSS may match or beat AAAASASSS without the later anchor.	pending	full	2027	AAAASSSSS	s4d	32768	480	0.0	1.79972271	3.0387564	125105	14721352	14779108	57756	117195	244.16	247.7131645679474	1665	0	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf\.venv\Scripts\python.exe C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\train_gpt.py	{"BLOCK_LAYOUT": "AAAASSSSS", "CUDA_VISIBLE_DEVICES": "1", "DATA_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\datasets\\fineweb10B_sp1024", "ENABLE_TORCH_COMPILE": "0", "FINAL_PREQUANT_EVAL": "0", "INT8_FORCE_FLOAT_NAME_PATTERNS": "ssm.", "ITERATIONS": "480", "MAX_WALLCLOCK_SECONDS": "0.0", "PARALLEL_ATTN_BIAS_INIT": "1.5", "RUN_ID": "full_anchor_s4d_aaaasssss_480steps_blackwell_ssmfloat16_seed2027", "SAVE_RAW_MODEL": "0", "SDP_BACKEND": "math", "SEED": "2027", "SSM_CORE": "s4d", "SSM_KERNEL_SIZE": "64", "SSM_RANK": "4", "TOKENIZER_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\tokenizers\\fineweb_1024_bpe.model", "TRAIN_BATCH_TOKENS": "32768", "TRAIN_LOG_EVERY": "20", "TRAIN_SEQ_LEN": "1024", "VAL_BATCH_SIZE": "262144"}	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\experiments\state_space_hybrid\runs\layout_near\20260406-175125_full_anchor_s4d_aaaasssss_480steps_blackwell_ssmfloat16_seed2027
20260406-175556	full_anchor_s4d_aaaasasss_rank6_480steps_blackwell_ssmfloat16_seed2027	rank_headroom	AAAASASSS may use its recovered byte headroom to benefit from a higher SSM rank.	pending	full	2027	AAAASASSS	s4d	32768	480	0.0	1.79841119	3.03654196	146408	13730704	13788460	57756	127354	265.32	279.3884618282318	1807	0	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf\.venv\Scripts\python.exe C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\train_gpt.py	{"BLOCK_LAYOUT": "AAAASASSS", "CUDA_VISIBLE_DEVICES": "1", "DATA_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\datasets\\fineweb10B_sp1024", "ENABLE_TORCH_COMPILE": "0", "FINAL_PREQUANT_EVAL": "0", "INT8_FORCE_FLOAT_NAME_PATTERNS": "ssm.", "ITERATIONS": "480", "MAX_WALLCLOCK_SECONDS": "0.0", "PARALLEL_ATTN_BIAS_INIT": "1.5", "RUN_ID": "full_anchor_s4d_aaaasasss_rank6_480steps_blackwell_ssmfloat16_seed2027", "SAVE_RAW_MODEL": "0", "SDP_BACKEND": "math", "SEED": "2027", "SSM_CORE": "s4d", "SSM_KERNEL_SIZE": "64", "SSM_RANK": "6", "TOKENIZER_PATH": "C:\\Users\\GreQ\\.codex_playground\\OpenAIGolf\\parameter-golf\\data\\tokenizers\\fineweb_1024_bpe.model", "TRAIN_BATCH_TOKENS": "32768", "TRAIN_LOG_EVERY": "20", "TRAIN_SEQ_LEN": "1024", "VAL_BATCH_SIZE": "262144"}	C:\Users\GreQ\.codex_playground\OpenAIGolf\parameter-golf-ssm-hybrid-research-scale\experiments\state_space_hybrid\runs\rank_headroom\20260406-175556_full_anchor_s4d_aaaasasss_rank6_480steps_blackwell_ssmfloat16_seed2027
